"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901605","GO:1901605","alpha-amino acid metabolic process","4/459","209/18986",0.0191387559808612,0.791652333447999,-0.476713854159091,0.747298281371992,0.858368588704337,0.812964272983399,"UCP2/GCSH/PSAT1/DDAH1",4
"GO:0016042","GO:0016042","lipid catabolic process","7/459","351/18986",0.0199430199430199,0.824919774810842,-0.521116769517106,0.748021784479835,0.858785972634031,0.813359578948021,"DDHD2/DGKD/SRD5A3/ECI1/PCK2/HSD17B14/SLC25A17",7
"GO:0006664","GO:0006664","glycolipid metabolic process","2/459","110/18986",0.0181818181818182,0.752069716775599,-0.410468682623693,0.748524758559662,0.858785972634031,0.813359578948021,"ST3GAL3/B4GALNT1",2
"GO:0019218","GO:0019218","regulation of steroid metabolic process","2/459","110/18986",0.0181818181818182,0.752069716775599,-0.410468682623693,0.748524758559662,0.858785972634031,0.813359578948021,"SCAP/QKI",2
"GO:0090398","GO:0090398","cellular senescence","2/459","110/18986",0.0181818181818182,0.752069716775599,-0.410468682623693,0.748524758559662,0.858785972634031,0.813359578948021,"MAP2K3/ID2",2
"GO:0032943","GO:0032943","mononuclear cell proliferation","6/459","305/18986",0.019672131147541,0.813714775527697,-0.516223013430879,0.749938242912464,0.860159713772798,0.814660654594126,"MEF2C/PRNP/CD276/ITCH/EPHB2/MALT1",6
"GO:0002703","GO:0002703","regulation of leukocyte mediated immunity","5/459","258/18986",0.0193798449612403,0.801624698113526,-0.504964498399936,0.750708064435745,0.860689940643222,0.8151628345526,"DNASE1L3/CADM1/SUSD4/MALT1/SPHK2",5
"GO:0001895","GO:0001895","retina homeostasis","1/459","57/18986",0.0175438596491228,0.725681305660666,-0.326466099143837,0.752670261170518,0.860689940643222,0.8151628345526,"CCDC66",1
"GO:0002686","GO:0002686","negative regulation of leukocyte migration","1/459","57/18986",0.0175438596491228,0.725681305660666,-0.326466099143837,0.752670261170518,0.860689940643222,0.8151628345526,"NBL1",1
"GO:0035315","GO:0035315","hair cell differentiation","1/459","57/18986",0.0175438596491228,0.725681305660666,-0.326466099143837,0.752670261170518,0.860689940643222,0.8151628345526,"ANKRD24",1
"GO:0043331","GO:0043331","response to dsRNA","1/459","57/18986",0.0175438596491228,0.725681305660666,-0.326466099143837,0.752670261170518,0.860689940643222,0.8151628345526,"RALB",1
"GO:0046148","GO:0046148","pigment biosynthetic process","1/459","57/18986",0.0175438596491228,0.725681305660666,-0.326466099143837,0.752670261170518,0.860689940643222,0.8151628345526,"TRPC1",1
"GO:0050982","GO:0050982","detection of mechanical stimulus","1/459","57/18986",0.0175438596491228,0.725681305660666,-0.326466099143837,0.752670261170518,0.860689940643222,0.8151628345526,"CXCR4",1
"GO:2000107","GO:2000107","negative regulation of leukocyte apoptotic process","1/459","57/18986",0.0175438596491228,0.725681305660666,-0.326466099143837,0.752670261170518,0.860689940643222,0.8151628345526,"ORMDL3",1
"GO:0071560","GO:0071560","cellular response to transforming growth factor beta stimulus","6/459","306/18986",0.0196078431372549,0.811055576914862,-0.524463716031559,0.752703159888383,0.860689940643222,0.8151628345526,"MEF2C/PTPRK/PDCD5/HSPA5/HDAC2/TET1",6
"GO:0030203","GO:0030203","glycosaminoglycan metabolic process","2/459","111/18986",0.018018018018018,0.745294313921765,-0.423609549875249,0.752995571185854,0.860689940643222,0.8151628345526,"ST3GAL3/ABCC5",2
"GO:0032963","GO:0032963","collagen metabolic process","2/459","111/18986",0.018018018018018,0.745294313921765,-0.423609549875249,0.752995571185854,0.860689940643222,0.8151628345526,"MFAP4/HDAC2",2
"GO:1903509","GO:1903509","liposaccharide metabolic process","2/459","111/18986",0.018018018018018,0.745294313921765,-0.423609549875249,0.752995571185854,0.860689940643222,0.8151628345526,"ST3GAL3/B4GALNT1",2
"GO:0050729","GO:0050729","positive regulation of inflammatory response","3/459","162/18986",0.0185185185185185,0.765996933752925,-0.47079537865295,0.754219880687756,0.861841838971366,0.816253801998535,"GPSM3/CD47/SNCA",3
"GO:0030316","GO:0030316","osteoclast differentiation","2/459","112/18986",0.0178571428571429,0.738639900404606,-0.436641907616114,0.757397796539911,0.864689919847003,0.818951230619444,"RPTOR/TMEM178A",2
"GO:0031341","GO:0031341","regulation of cell killing","2/459","112/18986",0.0178571428571429,0.738639900404606,-0.436641907616114,0.757397796539911,0.864689919847003,0.818951230619444,"DNASE1L3/CADM1",2
"GO:0036294","GO:0036294","cellular response to decreased oxygen levels","3/459","163/18986",0.0184049079754601,0.761297566061189,-0.481742898320924,0.757900413181217,0.864689919847003,0.818951230619444,"RPTOR/NOL3/DDAH1",3
"GO:0001541","GO:0001541","ovarian follicle development","1/459","58/18986",0.0172413793103448,0.713169559011344,-0.344346732644482,0.758667638217521,0.864689919847003,0.818951230619444,"EIF2B2",1
"GO:0030042","GO:0030042","actin filament depolymerization","1/459","58/18986",0.0172413793103448,0.713169559011344,-0.344346732644482,0.758667638217521,0.864689919847003,0.818951230619444,"GSN",1
"GO:0034204","GO:0034204","lipid translocation","1/459","58/18986",0.0172413793103448,0.713169559011344,-0.344346732644482,0.758667638217521,0.864689919847003,0.818951230619444,"XKR6",1
"GO:0061005","GO:0061005","cell differentiation involved in kidney development","1/459","58/18986",0.0172413793103448,0.713169559011344,-0.344346732644482,0.758667638217521,0.864689919847003,0.818951230619444,"MEF2C",1
"GO:0170038","GO:0170038","proteinogenic amino acid biosynthetic process","1/459","58/18986",0.0172413793103448,0.713169559011344,-0.344346732644482,0.758667638217521,0.864689919847003,0.818951230619444,"PSAT1",1
"GO:2001238","GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","1/459","58/18986",0.0172413793103448,0.713169559011344,-0.344346732644482,0.758667638217521,0.864689919847003,0.818951230619444,"PPP2R1B",1
"GO:0008016","GO:0008016","regulation of heart contraction","4/459","213/18986",0.0187793427230047,0.776785622960713,-0.515649045383111,0.760386949686045,0.866401391282697,0.820572171960681,"HCN4/TRPC1/YWHAE/TPM1",4
"GO:0001649","GO:0001649","osteoblast differentiation","5/459","262/18986",0.0190839694656489,0.789386153104159,-0.540315396170543,0.76249033123705,0.868549375593434,0.822606536366064,"MEF2C/FZD1/SEMA4D/CRIM1/ACVR2B",5
"GO:0050900","GO:0050900","leukocyte migration","8/459","404/18986",0.0198019801980198,0.819085830151643,-0.578530328599153,0.764176445753107,0.869616801949948,0.823617500074785,"GPSM3/CXCR4/ROR2/CD47/NBL1/CD99/CDC42/MPP1",8
"GO:0009948","GO:0009948","anterior/posterior axis specification","1/459","59/18986",0.0169491525423729,0.701081939367084,-0.36194815185547,0.76451989699067,0.869616801949948,0.823617500074785,"WLS",1
"GO:0038093","GO:0038093","Fc receptor signaling pathway","1/459","59/18986",0.0169491525423729,0.701081939367084,-0.36194815185547,0.76451989699067,0.869616801949948,0.823617500074785,"VAV2",1
"GO:0042733","GO:0042733","embryonic digit morphogenesis","1/459","59/18986",0.0169491525423729,0.701081939367084,-0.36194815185547,0.76451989699067,0.869616801949948,0.823617500074785,"HDAC2",1
"GO:0170034","GO:0170034","L-amino acid biosynthetic process","1/459","59/18986",0.0169491525423729,0.701081939367084,-0.36194815185547,0.76451989699067,0.869616801949948,0.823617500074785,"PSAT1",1
"GO:0034440","GO:0034440","lipid oxidation","2/459","114/18986",0.0175438596491228,0.725681305660666,-0.462389495732577,0.765999270764292,0.871050599326252,0.82497545522013,"ECI1/SLC25A17",2
"GO:0042098","GO:0042098","T cell proliferation","4/459","215/18986",0.0186046511627907,0.769559710188985,-0.534863584598765,0.766731739939762,0.871634482993503,0.825528453742326,"PRNP/CD276/ITCH/MALT1",4
"GO:0033673","GO:0033673","negative regulation of kinase activity","3/459","166/18986",0.0180722891566265,0.747539176313096,-0.514218055847164,0.768675766570714,0.872869463236558,0.82669810839728,"EPHB2/TRIB1/SNCA",3
"GO:0051147","GO:0051147","regulation of muscle cell differentiation","3/459","166/18986",0.0180722891566265,0.747539176313096,-0.514218055847164,0.768675766570714,0.872869463236558,0.82669810839728,"MEF2C/NRG1/ID2",3
"GO:0070665","GO:0070665","positive regulation of leukocyte proliferation","3/459","166/18986",0.0180722891566265,0.747539176313096,-0.514218055847164,0.768675766570714,0.872869463236558,0.82669810839728,"MEF2C/CD276/EPHB2",3
"GO:0001838","GO:0001838","embryonic epithelial tube formation","2/459","115/18986",0.0173913043478261,0.71937103343753,-0.475108775963305,0.770199927969452,0.872869463236558,0.82669810839728,"LHX2/PRKACB",2
"GO:0002707","GO:0002707","negative regulation of lymphocyte mediated immunity","1/459","60/18986",0.0166666666666667,0.689397240377633,-0.379280583165318,0.770230541428842,0.872869463236558,0.82669810839728,"SUSD4",1
"GO:0046456","GO:0046456","icosanoid biosynthetic process","1/459","60/18986",0.0166666666666667,0.689397240377633,-0.379280583165318,0.770230541428842,0.872869463236558,0.82669810839728,"PTGDS",1
"GO:0050881","GO:0050881","musculoskeletal movement","1/459","60/18986",0.0166666666666667,0.689397240377633,-0.379280583165318,0.770230541428842,0.872869463236558,0.82669810839728,"TNNI1",1
"GO:0060350","GO:0060350","endochondral bone morphogenesis","1/459","60/18986",0.0166666666666667,0.689397240377633,-0.379280583165318,0.770230541428842,0.872869463236558,0.82669810839728,"MEF2C",1
"GO:0060632","GO:0060632","regulation of microtubule-based movement","1/459","60/18986",0.0166666666666667,0.689397240377633,-0.379280583165318,0.770230541428842,0.872869463236558,0.82669810839728,"TTC21B",1
"GO:1901616","GO:1901616","organic hydroxy compound catabolic process","1/459","60/18986",0.0166666666666667,0.689397240377633,-0.379280583165318,0.770230541428842,0.872869463236558,0.82669810839728,"SRD5A3",1
"GO:1903018","GO:1903018","regulation of glycoprotein metabolic process","1/459","60/18986",0.0166666666666667,0.689397240377633,-0.379280583165318,0.770230541428842,0.872869463236558,0.82669810839728,"TCF7L2",1
"GO:0071559","GO:0071559","response to transforming growth factor beta","6/459","313/18986",0.0191693290734824,0.79291695378897,-0.581458545776123,0.771436767289455,0.873987570114441,0.827757071827509,"MEF2C/PTPRK/PDCD5/HSPA5/HDAC2/TET1",6
"GO:0006606","GO:0006606","protein import into nucleus","3/459","167/18986",0.0179640718562874,0.743062893820203,-0.52492334259408,0.772179700395991,0.87458030949802,0.828318457633539,"IPO8/TNPO2/TRIM28",3
"GO:0006661","GO:0006661","phosphatidylinositol biosynthetic process","2/459","116/18986",0.0172413793103448,0.713169559011344,-0.487727650918211,0.774334813161442,0.875670385530787,0.829350872939897,"INPP5J/EFR3A",2
"GO:0043393","GO:0043393","regulation of protein binding","2/459","116/18986",0.0172413793103448,0.713169559011344,-0.487727650918211,0.774334813161442,0.875670385530787,0.829350872939897,"RALB/TCF7L2",2
"GO:0060840","GO:0060840","artery development","2/459","116/18986",0.0172413793103448,0.713169559011344,-0.487727650918211,0.774334813161442,0.875670385530787,0.829350872939897,"NGFR/ACVR2B",2
"GO:0070555","GO:0070555","response to interleukin-1","2/459","116/18986",0.0172413793103448,0.713169559011344,-0.487727650918211,0.774334813161442,0.875670385530787,0.829350872939897,"CD47/SNCA",2
"GO:0090263","GO:0090263","positive regulation of canonical Wnt signaling pathway","2/459","116/18986",0.0172413793103448,0.713169559011344,-0.487727650918211,0.774334813161442,0.875670385530787,0.829350872939897,"TTC21B/WLS",2
"GO:0001658","GO:0001658","branching involved in ureteric bud morphogenesis","1/459","61/18986",0.0163934426229508,0.678095646273081,-0.39635369996179,0.775802991047576,0.875670385530787,0.829350872939897,"MAGED1",1
"GO:0001706","GO:0001706","endoderm formation","1/459","61/18986",0.0163934426229508,0.678095646273081,-0.39635369996179,0.775802991047576,0.875670385530787,0.829350872939897,"ITGAV",1
"GO:0001961","GO:0001961","positive regulation of cytokine-mediated signaling pathway","1/459","61/18986",0.0163934426229508,0.678095646273081,-0.39635369996179,0.775802991047576,0.875670385530787,0.829350872939897,"CXCR4",1
"GO:0042306","GO:0042306","regulation of protein import into nucleus","1/459","61/18986",0.0163934426229508,0.678095646273081,-0.39635369996179,0.775802991047576,0.875670385530787,0.829350872939897,"TRIM28",1
"GO:0042908","GO:0042908","xenobiotic transport","1/459","61/18986",0.0163934426229508,0.678095646273081,-0.39635369996179,0.775802991047576,0.875670385530787,0.829350872939897,"ABCC5",1
"GO:0051293","GO:0051293","establishment of spindle localization","1/459","61/18986",0.0163934426229508,0.678095646273081,-0.39635369996179,0.775802991047576,0.875670385530787,0.829350872939897,"GPSM1",1
"GO:0070228","GO:0070228","regulation of lymphocyte apoptotic process","1/459","61/18986",0.0163934426229508,0.678095646273081,-0.39635369996179,0.775802991047576,0.875670385530787,0.829350872939897,"ORMDL3",1
"GO:0017148","GO:0017148","negative regulation of translation","4/459","218/18986",0.018348623853211,0.758969438947852,-0.563378739595021,0.776002374313338,0.875670385530787,0.829350872939897,"DAPK1/NANOS3/QKI/CELF4",4
"GO:0006766","GO:0006766","vitamin metabolic process","2/459","117/18986",0.0170940170940171,0.707074092695008,-0.500248004794741,0.778404643055065,0.877105083276678,0.830709680828824,"RBP1/PSAT1",2
"GO:0002064","GO:0002064","epithelial cell development","4/459","219/18986",0.0182648401826484,0.755503825071378,-0.572803670533196,0.779027400458692,0.877105083276678,0.830709680828824,"CXCR4/FRMD6/CLIC4/ARHGEF26",4
"GO:0051250","GO:0051250","negative regulation of lymphocyte activation","3/459","169/18986",0.0177514792899408,0.734269250106354,-0.546158963588713,0.779057474737186,0.877105083276678,0.830709680828824,"PRNP/ITCH/ID2",3
"GO:0048568","GO:0048568","embryonic organ development","9/459","458/18986",0.0196506550218341,0.812826440619916,-0.638222425181493,0.780910777828292,0.877105083276678,0.830709680828824,"MEF2C/EN1/EPHB2/NCOA1/ANKRD24/CDC42/NEUROD1/TRIM28/ID2",9
"GO:0000768","GO:0000768","syncytium formation by plasma membrane fusion","1/459","62/18986",0.0161290322580645,0.66715861972029,-0.413176661466221,0.7812405829688,0.877105083276678,0.830709680828824,"PTGFRN",1
"GO:0002823","GO:0002823","negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","1/459","62/18986",0.0161290322580645,0.66715861972029,-0.413176661466221,0.7812405829688,0.877105083276678,0.830709680828824,"SUSD4",1
"GO:0006383","GO:0006383","transcription by RNA polymerase III","1/459","62/18986",0.0161290322580645,0.66715861972029,-0.413176661466221,0.7812405829688,0.877105083276678,0.830709680828824,"RPTOR",1
"GO:0006940","GO:0006940","regulation of smooth muscle contraction","1/459","62/18986",0.0161290322580645,0.66715861972029,-0.413176661466221,0.7812405829688,0.877105083276678,0.830709680828824,"ORMDL3",1
"GO:0010965","GO:0010965","regulation of mitotic sister chromatid separation","1/459","62/18986",0.0161290322580645,0.66715861972029,-0.413176661466221,0.7812405829688,0.877105083276678,0.830709680828824,"ANAPC5",1
"GO:0032731","GO:0032731","positive regulation of interleukin-1 beta production","1/459","62/18986",0.0161290322580645,0.66715861972029,-0.413176661466221,0.7812405829688,0.877105083276678,0.830709680828824,"MALT1",1
"GO:0043370","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","1/459","62/18986",0.0161290322580645,0.66715861972029,-0.413176661466221,0.7812405829688,0.877105083276678,0.830709680828824,"MALT1",1
"GO:0045620","GO:0045620","negative regulation of lymphocyte differentiation","1/459","62/18986",0.0161290322580645,0.66715861972029,-0.413176661466221,0.7812405829688,0.877105083276678,0.830709680828824,"ID2",1
"GO:0048010","GO:0048010","vascular endothelial growth factor receptor signaling pathway","1/459","62/18986",0.0161290322580645,0.66715861972029,-0.413176661466221,0.7812405829688,0.877105083276678,0.830709680828824,"VAV2",1
"GO:0050879","GO:0050879","multicellular organismal movement","1/459","62/18986",0.0161290322580645,0.66715861972029,-0.413176661466221,0.7812405829688,0.877105083276678,0.830709680828824,"TNNI1",1
"GO:0051932","GO:0051932","synaptic transmission, GABAergic","1/459","62/18986",0.0161290322580645,0.66715861972029,-0.413176661466221,0.7812405829688,0.877105083276678,0.830709680828824,"KRAS",1
"GO:0140253","GO:0140253","cell-cell fusion","1/459","62/18986",0.0161290322580645,0.66715861972029,-0.413176661466221,0.7812405829688,0.877105083276678,0.830709680828824,"PTGFRN",1
"GO:0140719","GO:0140719","constitutive heterochromatin formation","1/459","62/18986",0.0161290322580645,0.66715861972029,-0.413176661466221,0.7812405829688,0.877105083276678,0.830709680828824,"TRIM28",1
"GO:1905517","GO:1905517","macrophage migration","1/459","62/18986",0.0161290322580645,0.66715861972029,-0.413176661466221,0.7812405829688,0.877105083276678,0.830709680828824,"ROR2",1
"GO:0001824","GO:0001824","blastocyst development","2/459","118/18986",0.0169491525423729,0.701081939367084,-0.512671669215047,0.782410138218707,0.877675408712078,0.831249838296205,"WDR74/TET1",2
"GO:0045833","GO:0045833","negative regulation of lipid metabolic process","2/459","118/18986",0.0169491525423729,0.701081939367084,-0.512671669215047,0.782410138218707,0.877675408712078,0.831249838296205,"SCAP/ORMDL3",2
"GO:1904659","GO:1904659","D-glucose transmembrane transport","2/459","118/18986",0.0169491525423729,0.701081939367084,-0.512671669215047,0.782410138218707,0.877675408712078,0.831249838296205,"RAB4B/BRAF",2
"GO:0006869","GO:0006869","lipid transport","9/459","459/18986",0.0196078431372549,0.811055576914862,-0.644981061216131,0.783021803744123,0.878114054353793,0.831665281312069,"RBP1/UCP2/ESYT2/OSBPL1A/DENND5B/ITGAV/XKR6/SLC25A17/VPS51",9
"GO:0070663","GO:0070663","regulation of leukocyte proliferation","5/459","270/18986",0.0185185185185185,0.765996933752925,-0.609545325058978,0.784788065359487,0.879341394418377,0.832827699923885,"MEF2C/PRNP/CD276/ITCH/EPHB2",5
"GO:0002819","GO:0002819","regulation of adaptive immune response","4/459","221/18986",0.0180995475113122,0.74866668638295,-0.591535757573517,0.784980572254097,0.879341394418377,0.832827699923885,"MEF2C/SUSD4/EPHB2/MALT1",4
"GO:0002712","GO:0002712","regulation of B cell mediated immunity","1/459","63/18986",0.0158730158730159,0.65656880035965,-0.429758148245723,0.786546573901865,0.879341394418377,0.832827699923885,"SUSD4",1
"GO:0002889","GO:0002889","regulation of immunoglobulin mediated immune response","1/459","63/18986",0.0158730158730159,0.65656880035965,-0.429758148245723,0.786546573901865,0.879341394418377,0.832827699923885,"SUSD4",1
"GO:0007080","GO:0007080","mitotic metaphase chromosome alignment","1/459","63/18986",0.0158730158730159,0.65656880035965,-0.429758148245723,0.786546573901865,0.879341394418377,0.832827699923885,"CHMP3",1
"GO:0033059","GO:0033059","cellular pigmentation","1/459","63/18986",0.0158730158730159,0.65656880035965,-0.429758148245723,0.786546573901865,0.879341394418377,0.832827699923885,"AP1M1",1
"GO:0043462","GO:0043462","regulation of ATP-dependent activity","1/459","63/18986",0.0158730158730159,0.65656880035965,-0.429758148245723,0.786546573901865,0.879341394418377,0.832827699923885,"TPM1",1
"GO:0045058","GO:0045058","T cell selection","1/459","63/18986",0.0158730158730159,0.65656880035965,-0.429758148245723,0.786546573901865,0.879341394418377,0.832827699923885,"BRAF",1
"GO:0051893","GO:0051893","regulation of focal adhesion assembly","1/459","63/18986",0.0158730158730159,0.65656880035965,-0.429758148245723,0.786546573901865,0.879341394418377,0.832827699923885,"EFNA5",1
"GO:0090109","GO:0090109","regulation of cell-substrate junction assembly","1/459","63/18986",0.0158730158730159,0.65656880035965,-0.429758148245723,0.786546573901865,0.879341394418377,0.832827699923885,"EFNA5",1
"GO:0097035","GO:0097035","regulation of membrane lipid distribution","1/459","63/18986",0.0158730158730159,0.65656880035965,-0.429758148245723,0.786546573901865,0.879341394418377,0.832827699923885,"XKR6",1
"GO:0051170","GO:0051170","import into nucleus","3/459","172/18986",0.0174418604651163,0.721462228302174,-0.577586246530058,0.789053305128788,0.881694188425747,0.835056040400053,"IPO8/TNPO2/TRIM28",3
"GO:0051607","GO:0051607","defense response to virus","6/459","320/18986",0.01875,0.775571895424837,-0.637287929405742,0.789094145520732,0.881694188425747,0.835056040400053,"CHMP3/IFNGR2/TTC4/ITCH/TRIM35/TRIM28",6
"GO:0006334","GO:0006334","nucleosome assembly","2/459","120/18986",0.0166666666666667,0.689397240377633,-0.537236004732792,0.790231022303104,0.882403272323344,0.835727616553794,"DAXX/NAP1L1",2
"GO:0044344","GO:0044344","cellular response to fibroblast growth factor stimulus","2/459","120/18986",0.0166666666666667,0.689397240377633,-0.537236004732792,0.790231022303104,0.882403272323344,0.835727616553794,"FGF7/NGFR",2
"GO:0045619","GO:0045619","regulation of lymphocyte differentiation","4/459","223/18986",0.0179372197309417,0.741952186953506,-0.610113405907564,0.790805624167383,0.882403272323344,0.835727616553794,"ACTL6B/MALT1/BRAF/ID2",4
"GO:0009311","GO:0009311","oligosaccharide metabolic process","1/459","64/18986",0.015625,0.64630991285403,-0.446106394736246,0.791724142077051,0.882403272323344,0.835727616553794,"ST3GAL3",1
"GO:0032091","GO:0032091","negative regulation of protein binding","1/459","64/18986",0.015625,0.64630991285403,-0.446106394736246,0.791724142077051,0.882403272323344,0.835727616553794,"RALB",1
"GO:0034142","GO:0034142","toll-like receptor 4 signaling pathway","1/459","64/18986",0.015625,0.64630991285403,-0.446106394736246,0.791724142077051,0.882403272323344,0.835727616553794,"MFHAS1",1
"GO:0051289","GO:0051289","protein homotetramerization","1/459","64/18986",0.015625,0.64630991285403,-0.446106394736246,0.791724142077051,0.882403272323344,0.835727616553794,"CRTC1",1
"GO:0051785","GO:0051785","positive regulation of nuclear division","1/459","64/18986",0.015625,0.64630991285403,-0.446106394736246,0.791724142077051,0.882403272323344,0.835727616553794,"ANAPC5",1
"GO:1903670","GO:1903670","regulation of sprouting angiogenesis","1/459","64/18986",0.015625,0.64630991285403,-0.446106394736246,0.791724142077051,0.882403272323344,0.835727616553794,"TSPAN18",1
"GO:0030308","GO:0030308","negative regulation of cell growth","3/459","173/18986",0.0173410404624277,0.717291926404473,-0.587951263290951,0.792300903946314,0.882798879537047,0.836102297704883,"CDK5/PLXNA3/SPHK2",3
"GO:0001822","GO:0001822","kidney development","6/459","322/18986",0.0186335403726708,0.770754678683067,-0.653033027623678,0.793944002366404,0.883386279343489,0.836658626376365,"MEF2C/MAGED1/JMJD6/MPV17/BAG6/ACVR2B",6
"GO:0007088","GO:0007088","regulation of mitotic nuclear division","2/459","121/18986",0.0165289256198347,0.683699742523272,-0.549380093051888,0.794047866329814,0.883386279343489,0.836658626376365,"ANAPC5/CDC42",2
"GO:0008645","GO:0008645","hexose transmembrane transport","2/459","121/18986",0.0165289256198347,0.683699742523272,-0.549380093051888,0.794047866329814,0.883386279343489,0.836658626376365,"RAB4B/BRAF",2
"GO:0001756","GO:0001756","somitogenesis","1/459","65/18986",0.0153846153846154,0.636366683425507,-0.462229219071379,0.796776389132681,0.883386279343489,0.836658626376365,"PLXNA2",1
"GO:0022617","GO:0022617","extracellular matrix disassembly","1/459","65/18986",0.0153846153846154,0.636366683425507,-0.462229219071379,0.796776389132681,0.883386279343489,0.836658626376365,"DDR1",1
"GO:0030166","GO:0030166","proteoglycan biosynthetic process","1/459","65/18986",0.0153846153846154,0.636366683425507,-0.462229219071379,0.796776389132681,0.883386279343489,0.836658626376365,"TCF7L2",1
"GO:0032615","GO:0032615","interleukin-12 production","1/459","65/18986",0.0153846153846154,0.636366683425507,-0.462229219071379,0.796776389132681,0.883386279343489,0.836658626376365,"CD47",1
"GO:0032655","GO:0032655","regulation of interleukin-12 production","1/459","65/18986",0.0153846153846154,0.636366683425507,-0.462229219071379,0.796776389132681,0.883386279343489,0.836658626376365,"CD47",1
"GO:0051306","GO:0051306","mitotic sister chromatid separation","1/459","65/18986",0.0153846153846154,0.636366683425507,-0.462229219071379,0.796776389132681,0.883386279343489,0.836658626376365,"ANAPC5",1
"GO:0071384","GO:0071384","cellular response to corticosteroid stimulus","1/459","65/18986",0.0153846153846154,0.636366683425507,-0.462229219071379,0.796776389132681,0.883386279343489,0.836658626376365,"PCK2",1
"GO:0072666","GO:0072666","establishment of protein localization to vacuole","1/459","65/18986",0.0153846153846154,0.636366683425507,-0.462229219071379,0.796776389132681,0.883386279343489,0.836658626376365,"GNPTG",1
"GO:0170041","GO:0170041","non-proteinogenic amino acid metabolic process","1/459","65/18986",0.0153846153846154,0.636366683425507,-0.462229219071379,0.796776389132681,0.883386279343489,0.836658626376365,"DDAH1",1
"GO:1901607","GO:1901607","alpha-amino acid biosynthetic process","1/459","65/18986",0.0153846153846154,0.636366683425507,-0.462229219071379,0.796776389132681,0.883386279343489,0.836658626376365,"PSAT1",1
"GO:1905515","GO:1905515","non-motile cilium assembly","1/459","65/18986",0.0153846153846154,0.636366683425507,-0.462229219071379,0.796776389132681,0.883386279343489,0.836658626376365,"CEP250",1
"GO:0006022","GO:0006022","aminoglycan metabolic process","2/459","122/18986",0.0163934426229508,0.678095646273081,-0.561434329785596,0.797803284761691,0.883386279343489,0.836658626376365,"ST3GAL3/ABCC5",2
"GO:0030518","GO:0030518","nuclear receptor-mediated steroid hormone signaling pathway","2/459","122/18986",0.0163934426229508,0.678095646273081,-0.561434329785596,0.797803284761691,0.883386279343489,0.836658626376365,"DAXX/NCOA1",2
"GO:0045582","GO:0045582","positive regulation of T cell differentiation","2/459","122/18986",0.0163934426229508,0.678095646273081,-0.561434329785596,0.797803284761691,0.883386279343489,0.836658626376365,"ACTL6B/MALT1",2
"GO:0046634","GO:0046634","regulation of alpha-beta T cell activation","2/459","122/18986",0.0163934426229508,0.678095646273081,-0.561434329785596,0.797803284761691,0.883386279343489,0.836658626376365,"ITCH/MALT1",2
"GO:0046660","GO:0046660","female sex differentiation","2/459","122/18986",0.0163934426229508,0.678095646273081,-0.561434329785596,0.797803284761691,0.883386279343489,0.836658626376365,"PLEKHA1/EIF2B2",2
"GO:0051092","GO:0051092","positive regulation of NF-kappaB transcription factor activity","2/459","122/18986",0.0163934426229508,0.678095646273081,-0.561434329785596,0.797803284761691,0.883386279343489,0.836658626376365,"MAP3K13/MALT1",2
"GO:0071887","GO:0071887","leukocyte apoptotic process","2/459","122/18986",0.0163934426229508,0.678095646273081,-0.561434329785596,0.797803284761691,0.883386279343489,0.836658626376365,"MEF2C/ORMDL3",2
"GO:0030326","GO:0030326","embryonic limb morphogenesis","2/459","123/18986",0.016260162601626,0.672582673539154,-0.573400310824284,0.801498008904235,0.883386279343489,0.836658626376365,"EN1/HDAC2",2
"GO:0035113","GO:0035113","embryonic appendage morphogenesis","2/459","123/18986",0.016260162601626,0.672582673539154,-0.573400310824284,0.801498008904235,0.883386279343489,0.836658626376365,"EN1/HDAC2",2
"GO:0072009","GO:0072009","nephron epithelium development","2/459","123/18986",0.016260162601626,0.672582673539154,-0.573400310824284,0.801498008904235,0.883386279343489,0.836658626376365,"MEF2C/MAGED1",2
"GO:0001655","GO:0001655","urogenital system development","1/459","66/18986",0.0151515151515152,0.626724763979666,-0.478134050478565,0.801706341956956,0.883386279343489,0.836658626376365,"EPHB2",1
"GO:0001947","GO:0001947","heart looping","1/459","66/18986",0.0151515151515152,0.626724763979666,-0.478134050478565,0.801706341956956,0.883386279343489,0.836658626376365,"MEF2C",1
"GO:0006767","GO:0006767","water-soluble vitamin metabolic process","1/459","66/18986",0.0151515151515152,0.626724763979666,-0.478134050478565,0.801706341956956,0.883386279343489,0.836658626376365,"PSAT1",1
"GO:0006949","GO:0006949","syncytium formation","1/459","66/18986",0.0151515151515152,0.626724763979666,-0.478134050478565,0.801706341956956,0.883386279343489,0.836658626376365,"PTGFRN",1
"GO:0010812","GO:0010812","negative regulation of cell-substrate adhesion","1/459","66/18986",0.0151515151515152,0.626724763979666,-0.478134050478565,0.801706341956956,0.883386279343489,0.836658626376365,"EFNA5",1
